_timestamp,count,pos,neg,neu,avg_score,neg_ratio,pos_ratio
2027-05-23 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2027-05-30 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2027-06-06 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2027-06-13 00:00:00+00:00,7,1,0,6,0.14285714285714285,0.0,0.14285714285714285
2027-06-20 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2027-06-27 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2027-07-04 00:00:00+00:00,7,1,0,6,0.14285714285714285,0.0,0.14285714285714285
2027-07-11 00:00:00+00:00,7,1,0,6,0.14285714285714285,0.0,0.14285714285714285
2027-07-18 00:00:00+00:00,7,1,3,3,-0.2857142857142857,0.42857142857142855,0.14285714285714285
2027-07-25 00:00:00+00:00,7,2,3,2,-0.14285714285714285,0.42857142857142855,0.2857142857142857
2027-08-01 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2027-08-08 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2027-08-15 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2027-08-22 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2027-08-29 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2027-09-05 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2027-09-12 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2027-09-19 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2027-09-26 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2027-10-03 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2027-10-10 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2027-10-17 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2027-10-24 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2027-10-31 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2027-11-07 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2027-11-14 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2027-11-21 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2027-11-28 00:00:00+00:00,7,4,1,2,0.42857142857142855,0.14285714285714285,0.5714285714285714
2027-12-05 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2027-12-12 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2027-12-19 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2027-12-26 00:00:00+00:00,7,4,1,2,0.42857142857142855,0.14285714285714285,0.5714285714285714
2028-01-02 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2028-01-09 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-01-16 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2028-01-23 00:00:00+00:00,7,1,3,3,-0.2857142857142857,0.42857142857142855,0.14285714285714285
2028-01-30 00:00:00+00:00,7,1,0,6,0.14285714285714285,0.0,0.14285714285714285
2028-02-06 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-02-13 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2028-02-20 00:00:00+00:00,7,2,0,5,0.2857142857142857,0.0,0.2857142857142857
2028-02-27 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-03-05 00:00:00+00:00,7,3,1,3,0.2857142857142857,0.14285714285714285,0.42857142857142855
2028-03-12 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2028-03-19 00:00:00+00:00,7,2,1,4,0.14285714285714285,0.14285714285714285,0.2857142857142857
2028-03-26 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2028-04-02 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-04-09 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-04-16 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-04-23 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-04-30 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-05-07 00:00:00+00:00,7,0,0,7,0.0,0.0,0.0
2028-05-14 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2028-05-21 00:00:00+00:00,7,4,1,2,0.42857142857142855,0.14285714285714285,0.5714285714285714
2028-05-28 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2028-06-04 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-06-11 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2028-06-18 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-06-25 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-07-02 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-07-09 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-07-16 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-07-23 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-07-30 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2028-08-06 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2028-08-13 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-08-20 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2028-08-27 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-09-03 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-09-10 00:00:00+00:00,7,1,1,5,0.0,0.14285714285714285,0.14285714285714285
2028-09-17 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2028-09-24 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2028-10-01 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2028-10-08 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-10-15 00:00:00+00:00,7,3,1,3,0.2857142857142857,0.14285714285714285,0.42857142857142855
2028-10-22 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2028-10-29 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-11-05 00:00:00+00:00,7,3,1,3,0.2857142857142857,0.14285714285714285,0.42857142857142855
2028-11-12 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-11-19 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2028-11-26 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2028-12-03 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2028-12-10 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2028-12-17 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2028-12-24 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2028-12-31 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2029-01-07 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2029-01-14 00:00:00+00:00,7,3,3,1,0.0,0.42857142857142855,0.42857142857142855
2029-01-21 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-01-28 00:00:00+00:00,7,2,3,2,-0.14285714285714285,0.42857142857142855,0.2857142857142857
2029-02-04 00:00:00+00:00,7,1,1,5,0.0,0.14285714285714285,0.14285714285714285
2029-02-11 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2029-02-18 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2029-02-25 00:00:00+00:00,7,3,3,1,0.0,0.42857142857142855,0.42857142857142855
2029-03-04 00:00:00+00:00,7,4,1,2,0.42857142857142855,0.14285714285714285,0.5714285714285714
2029-03-11 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2029-03-18 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-03-25 00:00:00+00:00,7,2,2,3,0.0,0.2857142857142857,0.2857142857142857
2029-04-01 00:00:00+00:00,7,0,5,2,-0.7142857142857143,0.7142857142857143,0.0
2029-04-08 00:00:00+00:00,7,2,1,4,0.14285714285714285,0.14285714285714285,0.2857142857142857
2029-04-15 00:00:00+00:00,7,1,3,3,-0.2857142857142857,0.42857142857142855,0.14285714285714285
2029-04-22 00:00:00+00:00,7,2,2,3,0.0,0.2857142857142857,0.2857142857142857
2029-04-29 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2029-05-06 00:00:00+00:00,7,2,1,4,0.14285714285714285,0.14285714285714285,0.2857142857142857
2029-05-13 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-05-20 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-05-27 00:00:00+00:00,7,4,1,2,0.42857142857142855,0.14285714285714285,0.5714285714285714
2029-06-03 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2029-06-10 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-06-17 00:00:00+00:00,7,2,3,2,-0.14285714285714285,0.42857142857142855,0.2857142857142857
2029-06-24 00:00:00+00:00,7,2,3,2,-0.14285714285714285,0.42857142857142855,0.2857142857142857
2029-07-01 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2029-07-08 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2029-07-15 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2029-07-22 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-07-29 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2029-08-05 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2029-08-12 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2029-08-19 00:00:00+00:00,7,4,2,1,0.2857142857142857,0.2857142857142857,0.5714285714285714
2029-08-26 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-09-02 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2029-09-09 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-09-16 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-09-23 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2029-09-30 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2029-10-07 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2029-10-14 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2029-10-21 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2029-10-28 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-11-04 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2029-11-11 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2029-11-18 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2029-11-25 00:00:00+00:00,7,2,2,3,0.0,0.2857142857142857,0.2857142857142857
2029-12-02 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2029-12-09 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-12-16 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2029-12-23 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2029-12-30 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2030-01-06 00:00:00+00:00,7,2,2,3,0.0,0.2857142857142857,0.2857142857142857
2030-01-13 00:00:00+00:00,7,3,3,1,0.0,0.42857142857142855,0.42857142857142855
2030-01-20 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2030-01-27 00:00:00+00:00,7,1,2,4,-0.14285714285714285,0.2857142857142857,0.14285714285714285
2030-02-03 00:00:00+00:00,7,5,1,1,0.5714285714285714,0.14285714285714285,0.7142857142857143
2030-02-10 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2030-02-17 00:00:00+00:00,7,6,1,0,0.7142857142857143,0.14285714285714285,0.8571428571428571
2030-02-24 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2030-03-03 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2030-03-10 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2030-03-17 00:00:00+00:00,7,3,2,2,0.14285714285714285,0.2857142857142857,0.42857142857142855
2030-03-24 00:00:00+00:00,7,3,1,3,0.2857142857142857,0.14285714285714285,0.42857142857142855
2030-03-31 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2030-04-07 00:00:00+00:00,7,4,0,3,0.5714285714285714,0.0,0.5714285714285714
2030-04-14 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2030-04-21 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2030-04-28 00:00:00+00:00,7,2,1,4,0.14285714285714285,0.14285714285714285,0.2857142857142857
2030-05-05 00:00:00+00:00,7,3,1,3,0.2857142857142857,0.14285714285714285,0.42857142857142855
2030-05-12 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
2030-05-19 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2030-05-26 00:00:00+00:00,7,5,0,2,0.7142857142857143,0.0,0.7142857142857143
2030-06-02 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2030-06-09 00:00:00+00:00,7,5,2,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
2030-06-16 00:00:00+00:00,7,3,0,4,0.42857142857142855,0.0,0.42857142857142855
2030-06-23 00:00:00+00:00,7,6,0,1,0.8571428571428571,0.0,0.8571428571428571
2030-06-30 00:00:00+00:00,7,7,0,0,1.0,0.0,1.0
